CustomerID,Age,Gender,TenureMonths,ContractType,InternetService,TechSupport,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,SupportTickets,SatisfactionScore,Churn
CUST-1268,49,Male,43,One year,Fiber optic,No,Bank transfer,Yes,98.91,4246.08,0,3,1
CUST-1269,72,Male,1,Month-to-month,DSL,Yes,Mailed check,Yes,69.74,72.66,3,3,0
CUST-1270,21,Male,51,Two year,DSL,No,Electronic check,Yes,66.39,3406.98,1,2,0
CUST-1271,72,Female,24,Month-to-month,Fiber optic,Yes,Mailed check,No,123.14,2962.62,1,4,0
CUST-1272,28,Male,24,Month-to-month,No,No internet service,Electronic check,Yes,20.63,489.4,1,3,0
CUST-1273,73,Male,17,One year,No,No internet service,Bank transfer,Yes,20.58,355.56,1,5,0
CUST-1274,34,Male,5,Two year,No,No internet service,Credit card,Yes,26.8,138.36,2,5,0
CUST-1275,55,Female,20,Month-to-month,DSL,No,Mailed check,Yes,59.26,1196.29,0,4,0
CUST-1276,41,Female,21,Month-to-month,Fiber optic,No,Bank transfer,No,108.41,2276.01,0,3,1
CUST-1277,22,Male,58,Month-to-month,Fiber optic,No,Mailed check,Yes,104.0,6047.54,1,3,0
CUST-1278,69,Female,31,Month-to-month,No,No internet service,Electronic check,Yes,26.66,838.83,1,4,0
CUST-1279,51,Female,11,One year,Fiber optic,Yes,Electronic check,Yes,97.38,1072.42,1,1,0
CUST-1280,23,Female,52,Month-to-month,DSL,No,Mailed check,Yes,57.6,2993.41,1,3,0
CUST-1281,39,Male,15,Month-to-month,DSL,Yes,Electronic check,Yes,74.14,1125.9,3,1,1
CUST-1282,28,Male,7,Month-to-month,DSL,Yes,Electronic check,No,81.93,562.81,2,1,0
CUST-1283,65,Male,28,Month-to-month,No,No internet service,Mailed check,No,23.32,630.36,2,2,0
CUST-1284,33,Male,51,Month-to-month,Fiber optic,No,Electronic check,No,96.44,4895.76,0,3,1
CUST-1285,50,Male,58,One year,Fiber optic,No,Electronic check,No,106.23,6149.39,0,4,0
CUST-1286,26,Female,5,Two year,Fiber optic,No,Mailed check,No,117.57,597.74,2,3,0
CUST-1287,23,Male,5,Two year,DSL,No,Electronic check,Yes,71.74,352.36,0,3,0
CUST-1288,33,Male,8,Month-to-month,Fiber optic,Yes,Credit card,No,127.84,1025.79,2,1,1
CUST-1289,46,Female,64,Two year,Fiber optic,No,Credit card,No,85.79,5483.13,3,3,0
CUST-1290,20,Male,10,One year,No,No internet service,Bank transfer,No,20.9,201.69,3,2,0
CUST-1291,37,Female,38,One year,No,No internet service,Electronic check,Yes,24.88,930.06,1,4,0
CUST-1292,53,Female,8,Month-to-month,Fiber optic,No,Bank transfer,Yes,113.72,908.38,2,5,1
CUST-1293,36,Male,25,Month-to-month,Fiber optic,Yes,Credit card,No,102.98,2571.87,1,1,0
CUST-1294,43,Female,66,Month-to-month,No,No internet service,Bank transfer,No,21.91,1452.25,3,2,0
CUST-1295,20,Female,50,Month-to-month,Fiber optic,No,Electronic check,No,112.54,5631.32,2,3,1
CUST-1296,36,Female,67,Month-to-month,Fiber optic,No,Bank transfer,Yes,86.97,5824.03,1,5,1
CUST-1297,37,Male,49,Month-to-month,Fiber optic,No,Credit card,Yes,97.93,4775.98,2,4,0
CUST-1298,49,Male,36,Month-to-month,DSL,No,Bank transfer,Yes,65.12,2360.38,0,5,0
CUST-1299,24,Female,68,One year,Fiber optic,No,Bank transfer,No,104.61,7112.2,1,3,1
CUST-1300,69,Male,41,Month-to-month,No,No internet service,Mailed check,Yes,25.83,1060.22,0,5,1
CUST-1301,58,Male,62,Month-to-month,DSL,No,Mailed check,Yes,62.1,3874.21,0,1,0
CUST-1302,50,Male,10,Two year,DSL,No,Electronic check,No,67.25,686.12,2,1,0
CUST-1303,57,Female,21,Two year,Fiber optic,Yes,Bank transfer,Yes,113.49,2389.99,3,5,0
CUST-1304,56,Male,36,One year,DSL,No,Electronic check,No,65.95,2374.17,2,5,0
CUST-1305,35,Female,12,Two year,DSL,No,Mailed check,Yes,67.81,813.55,2,1,1
CUST-1306,57,Female,2,Month-to-month,DSL,No,Electronic check,No,60.19,123.98,0,1,0
CUST-1307,18,Female,13,Two year,DSL,Yes,Mailed check,Yes,64.69,847.07,1,1,0
CUST-1308,28,Female,53,Month-to-month,DSL,No,Electronic check,No,57.39,3067.34,0,1,0
CUST-1309,45,Female,32,Month-to-month,No,No internet service,Bank transfer,No,21.8,734.7,1,2,0
CUST-1310,74,Female,16,Month-to-month,No,No internet service,Credit card,Yes,24.0,388.35,3,5,0
CUST-1311,42,Male,32,Month-to-month,DSL,No,Electronic check,Yes,71.81,2265.62,1,4,0
CUST-1312,67,Female,32,Month-to-month,Fiber optic,Yes,Electronic check,Yes,117.55,3747.32,0,4,1
CUST-1313,40,Male,11,One year,Fiber optic,No,Electronic check,No,112.62,1265.99,1,4,0
CUST-1314,48,Male,10,One year,Fiber optic,No,Credit card,No,97.28,983.58,0,3,0
CUST-1315,47,Male,15,One year,DSL,Yes,Mailed check,Yes,71.09,1072.74,0,4,0
CUST-1316,59,Female,17,Month-to-month,Fiber optic,No,Mailed check,No,98.78,1676.76,1,3,1
CUST-1317,52,Male,40,Two year,Fiber optic,No,Electronic check,Yes,91.72,3650.96,0,3,0
CUST-1318,24,Female,18,One year,No,No internet service,Bank transfer,No,20.49,393.99,2,3,0
CUST-1319,33,Female,55,Month-to-month,No,No internet service,Credit card,No,24.73,1347.8,0,3,0
CUST-1320,43,Female,25,One year,No,No internet service,Credit card,Yes,27.91,708.69,4,4,0
CUST-1321,65,Female,59,Month-to-month,Fiber optic,No,Bank transfer,Yes,90.84,5340.05,1,5,1
CUST-1322,74,Female,22,Month-to-month,DSL,Yes,Electronic check,Yes,63.93,1403.23,3,3,0
CUST-1323,69,Female,30,Two year,Fiber optic,Yes,Electronic check,Yes,120.28,3623.29,0,4,0
CUST-1324,66,Female,44,Month-to-month,Fiber optic,No,Electronic check,Yes,93.84,4125.21,3,1,0
CUST-1325,19,Female,32,Month-to-month,Fiber optic,Yes,Electronic check,Yes,122.04,3899.75,1,4,0
CUST-1326,18,Female,51,Two year,Fiber optic,No,Electronic check,Yes,109.64,5591.8,2,3,1
CUST-1327,65,Female,46,One year,Fiber optic,No,Electronic check,Yes,118.1,5412.56,3,1,0
CUST-1328,29,Male,21,Month-to-month,No,No internet service,Mailed check,Yes,23.27,465.81,2,3,1
CUST-1329,22,Male,32,Month-to-month,Fiber optic,Yes,Credit card,Yes,116.17,3728.15,0,4,0
CUST-1330,54,Male,39,Month-to-month,DSL,Yes,Bank transfer,Yes,72.3,2813.37,1,1,1
CUST-1331,49,Male,12,One year,DSL,No,Credit card,No,67.61,821.92,2,5,0
CUST-1332,72,Female,47,Month-to-month,Fiber optic,No,Bank transfer,No,100.74,4751.55,2,1,1
CUST-1333,26,Female,18,Month-to-month,DSL,Yes,Electronic check,Yes,66.77,1219.84,1,5,0
CUST-1334,58,Female,21,Two year,Fiber optic,Yes,Bank transfer,Yes,110.78,2302.06,0,4,0
CUST-1335,52,Male,13,Month-to-month,DSL,Yes,Electronic check,No,73.57,945.94,2,3,1
CUST-1336,36,Female,21,Month-to-month,Fiber optic,No,Bank transfer,No,113.37,2388.83,3,3,1
CUST-1337,65,Female,8,Month-to-month,Fiber optic,No,Mailed check,Yes,110.74,894.22,5,4,1
CUST-1338,33,Female,46,One year,Fiber optic,No,Credit card,Yes,108.23,5012.32,1,4,0
CUST-1339,20,Female,7,Month-to-month,DSL,No,Electronic check,Yes,57.27,387.28,1,4,0
CUST-1340,37,Female,23,Month-to-month,No,No internet service,Electronic check,Yes,25.76,610.0,1,3,1
CUST-1341,41,Male,22,Two year,Fiber optic,No,Credit card,Yes,102.51,2260.8,1,3,1
CUST-1342,71,Female,22,Month-to-month,DSL,Yes,Electronic check,Yes,80.88,1754.76,4,5,0
CUST-1343,73,Male,29,Month-to-month,DSL,No,Bank transfer,No,73.4,2120.38,1,2,0
CUST-1344,50,Male,13,Month-to-month,No,No internet service,Bank transfer,Yes,20.44,269.66,3,3,0
CUST-1345,41,Female,2,Month-to-month,No,No internet service,Credit card,Yes,26.57,27.57,0,2,0
CUST-1346,69,Male,29,Month-to-month,DSL,Yes,Credit card,Yes,63.75,1817.64,1,4,1
CUST-1347,28,Female,52,Month-to-month,DSL,Yes,Credit card,Yes,70.34,3631.26,1,4,0
CUST-1348,66,Male,27,Month-to-month,No,No internet service,Electronic check,Yes,24.34,661.07,1,2,1
CUST-1349,25,Female,50,Month-to-month,Fiber optic,No,Credit card,Yes,90.18,4501.73,1,1,1
CUST-1350,53,Male,23,Two year,Fiber optic,No,Bank transfer,No,111.12,,3,1,1
CUST-1351,55,Female,44,Two year,Fiber optic,No,Bank transfer,Yes,85.29,3743.98,0,3,0
CUST-1352,57,Female,22,One year,No,No internet service,Electronic check,No,21.35,448.34,3,3,0
CUST-1353,37,Male,43,Two year,No,No internet service,Bank transfer,No,24.65,1053.1,2,5,0
CUST-1354,52,Female,37,Month-to-month,Fiber optic,No,Credit card,Yes,110.0,4042.69,1,3,0
CUST-1355,65,Female,61,Two year,DSL,No,Credit card,Yes,73.33,4490.94,3,2,0
CUST-1356,42,Male,56,Month-to-month,DSL,Yes,Mailed check,Yes,77.11,4343.54,1,5,0
CUST-1357,52,Male,3,Two year,Fiber optic,No,Electronic check,No,108.51,290.64,2,3,1
CUST-1358,42,Male,63,Two year,No,No internet service,Mailed check,No,23.15,1451.41,1,3,0
CUST-1359,46,Female,19,One year,Fiber optic,No,Credit card,No,85.04,1609.7,0,1,1
CUST-1360,35,Female,23,Two year,Fiber optic,No,Bank transfer,Yes,89.21,2049.21,1,3,0
CUST-1361,63,Female,29,One year,DSL,No,Mailed check,No,65.69,1920.03,1,5,0
CUST-1362,35,Male,30,Month-to-month,DSL,Yes,Electronic check,Yes,76.5,2288.01,0,3,1
CUST-1363,19,Male,39,Month-to-month,Fiber optic,No,Mailed check,Yes,99.61,3883.47,1,3,1
CUST-1364,71,Female,25,One year,DSL,No,Mailed check,Yes,69.61,1784.94,1,4,0
CUST-1365,52,Male,8,Month-to-month,DSL,Yes,Credit card,Yes,73.44,585.85,3,5,0
CUST-1366,33,Male,58,One year,Fiber optic,No,Bank transfer,No,87.6,5107.29,1,2,1
CUST-1367,58,Female,16,Two year,Fiber optic,No,Electronic check,Yes,91.72,1475.05,1,3,0
CUST-1368,53,Female,72,Month-to-month,DSL,No,Mailed check,Yes,71.8,5161.29,1,5,0
CUST-1369,50,Female,1,One year,Fiber optic,No,Electronic check,Yes,110.37,110.37,1,2,0
CUST-1370,21,Female,5,Two year,No,No internet service,Credit card,No,27.16,135.69,1,4,0
CUST-1371,50,Female,3,Two year,No,No internet service,Mailed check,No,20.94,45.92,3,4,0
CUST-1372,31,Female,65,Two year,No,No internet service,Mailed check,Yes,27.92,1801.84,3,4,0
CUST-1373,38,Male,4,Month-to-month,Fiber optic,Yes,Mailed check,Yes,100.33,394.97,1,3,1
CUST-1374,65,Male,64,Two year,No,No internet service,Bank transfer,Yes,20.09,1290.16,2,3,0
CUST-1375,37,Male,10,One year,Fiber optic,Yes,Bank transfer,No,127.91,1306.49,2,4,0
CUST-1376,73,Male,21,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,102.84,2152.37,5,2,1
CUST-1377,25,Female,46,Month-to-month,Fiber optic,No,Electronic check,Yes,108.38,4992.4,2,3,0
CUST-1378,24,Male,27,One year,Fiber optic,Yes,Electronic check,Yes,99.18,2653.44,2,2,1
CUST-1379,20,Male,66,Month-to-month,DSL,Yes,Electronic check,Yes,74.6,4939.5,2,1,1
CUST-1380,34,Male,41,One year,DSL,No,Bank transfer,No,73.08,2970.45,2,5,0
CUST-1381,50,Male,13,One year,Fiber optic,No,Electronic check,Yes,96.21,1262.71,4,3,1
CUST-1382,65,Female,9,Month-to-month,DSL,No,Bank transfer,Yes,68.41,614.48,1,5,0
CUST-1383,29,Male,36,One year,Fiber optic,Yes,Credit card,Yes,99.58,3583.07,1,2,0
CUST-1384,68,Female,58,One year,DSL,Yes,Credit card,Yes,75.5,4374.5,0,3,0
CUST-1385,39,Male,54,Month-to-month,Fiber optic,Yes,Mailed check,No,104.78,5638.6,6,2,1
CUST-1386,72,Female,12,Month-to-month,No,No internet service,Mailed check,Yes,21.69,241.56,0,4,0
CUST-1387,39,Female,14,Month-to-month,No,No internet service,Electronic check,No,22.51,327.69,3,4,0
CUST-1388,63,Male,34,Month-to-month,DSL,No,Bank transfer,No,58.58,1991.9,1,1,1
CUST-1389,47,Female,53,Two year,Fiber optic,No,Credit card,Yes,116.57,6173.6,1,5,0
CUST-1390,55,Male,20,Month-to-month,Fiber optic,No,Electronic check,Yes,98.9,1984.65,0,2,0
CUST-1391,55,Male,16,One year,No,No internet service,Mailed check,Yes,21.96,352.88,1,4,0
CUST-1392,62,Female,70,Month-to-month,Fiber optic,Yes,Credit card,No,108.69,7596.41,1,5,0
CUST-1393,68,Male,56,Month-to-month,Fiber optic,No,Credit card,Yes,96.22,5425.23,1,5,0
CUST-1394,71,Male,58,Two year,Fiber optic,Yes,Electronic check,Yes,119.05,6916.01,2,5,0
CUST-1395,25,Female,4,One year,DSL,Yes,Mailed check,Yes,82.42,331.59,3,3,0
CUST-1396,44,Male,4,Month-to-month,DSL,No,Electronic check,No,63.76,247.34,0,1,0
CUST-1397,44,Female,20,Month-to-month,No,No internet service,Electronic check,Yes,26.89,552.09,2,2,0
CUST-1398,51,Male,10,Month-to-month,Fiber optic,No,Credit card,Yes,104.81,1036.29,2,3,1
CUST-1399,38,Female,24,Month-to-month,Fiber optic,Yes,Credit card,Yes,98.5,2350.92,2,4,1
CUST-1400,47,Female,26,One year,No,No internet service,Bank transfer,Yes,25.52,688.92,1,2,0
CUST-1401,50,Female,37,Month-to-month,No,No internet service,Electronic check,No,24.11,892.53,1,4,0
CUST-1402,45,Female,54,Month-to-month,Fiber optic,Yes,Credit card,Yes,115.77,6240.13,0,3,0
CUST-1403,64,Male,21,Month-to-month,DSL,No,Mailed check,No,72.79,1528.68,3,3,0
CUST-1404,50,Female,38,Two year,Fiber optic,Yes,Mailed check,No,108.42,4132.71,1,4,0
CUST-1405,22,Male,46,Two year,No,No internet service,Mailed check,Yes,27.21,1260.98,1,3,0
CUST-1406,65,Male,4,Month-to-month,Fiber optic,Yes,Electronic check,No,119.27,491.69,4,4,1
CUST-1407,36,Male,60,One year,No,No internet service,Bank transfer,Yes,23.91,1415.86,2,2,0
CUST-1408,21,Female,57,Month-to-month,DSL,Yes,Bank transfer,Yes,75.06,4292.66,6,4,0
CUST-1409,52,Male,45,Month-to-month,DSL,Yes,Electronic check,No,69.51,3125.26,1,1,0
CUST-1410,66,Female,20,One year,Fiber optic,No,Electronic check,Yes,119.43,2389.94,1,2,1
CUST-1411,34,Female,17,Two year,DSL,No,Electronic check,No,68.35,1180.09,2,4,0
CUST-1412,61,Female,71,Two year,Fiber optic,Yes,Electronic check,Yes,94.53,6722.17,2,5,0
CUST-1413,45,Male,4,One year,Fiber optic,No,Bank transfer,No,96.43,390.99,1,2,0
CUST-1414,47,Female,14,Month-to-month,DSL,No,Credit card,Yes,67.47,914.82,2,3,1
CUST-1415,46,Male,3,One year,No,No internet service,Electronic check,Yes,20.45,60.67,3,3,0
CUST-1416,63,Male,58,Month-to-month,DSL,No,Electronic check,Yes,55.48,3206.07,2,2,1
CUST-1417,70,Male,55,One year,DSL,No,Bank transfer,No,64.0,3530.67,0,4,0
CUST-1418,23,Male,4,Month-to-month,Fiber optic,No,Credit card,No,96.64,401.42,1,4,0
CUST-1419,52,Female,24,One year,Fiber optic,Yes,Electronic check,Yes,108.34,2595.63,1,2,0
CUST-1420,58,Female,34,Month-to-month,Fiber optic,No,Mailed check,No,94.19,3192.45,1,3,1
CUST-1421,54,Male,30,Month-to-month,DSL,No,Bank transfer,Yes,58.29,1772.04,0,4,0
CUST-1422,41,Male,19,Two year,No,No internet service,Electronic check,Yes,25.51,475.64,1,3,0
CUST-1423,46,Male,31,Month-to-month,DSL,No,Electronic check,No,65.29,2006.07,2,4,0
CUST-1424,66,Male,60,Month-to-month,Fiber optic,No,Bank transfer,No,92.01,5508.11,1,1,1
CUST-1425,63,Female,60,Month-to-month,Fiber optic,No,Bank transfer,No,96.19,5763.08,1,4,0
CUST-1426,70,Male,19,Month-to-month,DSL,No,Bank transfer,No,66.84,1257.04,1,2,0
CUST-1427,48,Male,49,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,95.53,4693.65,2,4,0
CUST-1428,52,Male,63,Month-to-month,No,No internet service,Bank transfer,No,21.18,1301.37,0,3,1
CUST-1429,50,Female,22,Two year,No,No internet service,Electronic check,Yes,20.59,439.74,0,2,1
CUST-1430,69,Female,24,Month-to-month,DSL,No,Mailed check,Yes,71.25,1709.29,0,4,0
CUST-1431,38,Female,30,Two year,Fiber optic,No,Electronic check,Yes,111.33,3343.05,2,1,0
CUST-1432,49,Female,58,One year,Fiber optic,No,Electronic check,Yes,111.37,6484.84,1,3,0
CUST-1433,40,Female,31,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,118.07,3683.35,2,3,1
CUST-1434,50,Male,64,One year,Fiber optic,No,Credit card,Yes,108.43,6915.51,0,2,0
CUST-1435,20,Female,19,Month-to-month,Fiber optic,Yes,Credit card,Yes,109.69,2055.49,1,5,1
CUST-1436,35,Female,48,One year,DSL,Yes,Bank transfer,Yes,75.85,3641.17,2,4,0
CUST-1437,42,Female,45,Month-to-month,DSL,No,Electronic check,Yes,55.77,2499.55,3,1,1
CUST-1438,59,Female,55,Month-to-month,Fiber optic,Yes,Electronic check,Yes,114.75,6293.37,3,4,1
CUST-1439,48,Female,55,Two year,Fiber optic,No,Credit card,Yes,112.23,6172.89,2,3,0
CUST-1440,71,Female,18,Two year,Fiber optic,Yes,Bank transfer,No,110.51,1992.64,0,5,1
CUST-1441,75,Female,63,Two year,Fiber optic,No,Bank transfer,No,97.51,6130.55,1,3,0
CUST-1442,20,Female,47,Month-to-month,No,No internet service,Bank transfer,No,22.22,1034.98,3,3,0
CUST-1443,57,Female,57,One year,Fiber optic,Yes,Bank transfer,Yes,115.5,6572.07,2,3,0
CUST-1444,63,Female,45,Month-to-month,Fiber optic,Yes,Credit card,No,117.25,5270.08,0,3,0
CUST-1445,41,Male,33,Month-to-month,Fiber optic,Yes,Electronic check,Yes,123.48,4082.96,2,3,1
CUST-1446,67,Female,17,Month-to-month,No,No internet service,Bank transfer,Yes,22.74,370.41,4,2,1
CUST-1447,49,Male,70,One year,DSL,Yes,Credit card,Yes,78.4,5478.39,3,4,0
CUST-1448,64,Female,4,Month-to-month,Fiber optic,Yes,Electronic check,No,112.65,444.61,1,3,1
CUST-1449,39,Female,20,Month-to-month,DSL,Yes,Bank transfer,Yes,80.66,1613.1,3,5,1
CUST-1450,40,Female,47,Two year,DSL,No,Electronic check,Yes,65.56,3085.46,0,2,0
CUST-1451,19,Male,15,Month-to-month,No,No internet service,Credit card,Yes,24.14,392.73,3,4,0
CUST-1452,44,Male,70,Month-to-month,Fiber optic,Yes,Electronic check,No,113.23,7934.68,1,5,0
CUST-1453,59,Male,47,Month-to-month,No,No internet service,Bank transfer,No,25.99,1230.47,1,4,0
CUST-1454,19,Female,9,Two year,No,No internet service,Electronic check,Yes,27.72,245.48,4,5,0
CUST-1455,43,Male,16,Month-to-month,No,No internet service,Bank transfer,Yes,20.59,314.74,2,4,0
CUST-1456,34,Male,69,Month-to-month,DSL,No,Electronic check,Yes,56.07,3860.91,5,3,0
CUST-1457,57,Male,61,Two year,DSL,Yes,Electronic check,No,81.75,4976.1,3,4,0
CUST-1458,50,Female,10,Two year,Fiber optic,No,Mailed check,Yes,103.55,1041.38,2,2,1
CUST-1459,26,Female,50,Month-to-month,DSL,No,Credit card,No,67.3,3340.23,0,3,0
CUST-1460,60,Male,3,One year,DSL,No,Electronic check,Yes,64.65,202.84,2,2,0
CUST-1461,71,Male,70,One year,DSL,Yes,Electronic check,No,64.87,4539.14,2,4,1
CUST-1462,65,Female,51,One year,Fiber optic,Yes,Bank transfer,Yes,119.88,6124.88,1,3,0
CUST-1463,56,Female,19,Month-to-month,DSL,No,Mailed check,Yes,69.94,1318.0,3,3,0
CUST-1464,46,Female,42,Two year,No,No internet service,Credit card,Yes,22.49,931.06,1,2,0
CUST-1465,59,Male,35,Month-to-month,Fiber optic,Yes,Electronic check,Yes,103.72,3624.1,0,5,1
CUST-1466,72,Female,46,Month-to-month,No,No internet service,Bank transfer,Yes,26.7,1221.74,3,1,0
CUST-1467,43,Male,26,Month-to-month,DSL,Yes,Electronic check,No,64.45,1687.8,4,1,0
CUST-1468,52,Female,69,Month-to-month,No,No internet service,Electronic check,Yes,27.05,1878.4,1,2,1
CUST-1469,67,Female,64,Month-to-month,Fiber optic,Yes,Bank transfer,No,101.98,6555.3,1,5,0
CUST-1470,42,Male,37,One year,Fiber optic,Yes,Bank transfer,No,113.75,4201.32,3,5,0
CUST-1471,41,Male,49,Month-to-month,No,No internet service,Bank transfer,Yes,27.49,1296.8,0,4,0
CUST-1472,30,Female,21,Month-to-month,Fiber optic,Yes,Electronic check,No,116.73,2445.19,1,5,1
CUST-1473,75,Female,64,Month-to-month,No,No internet service,Mailed check,No,23.32,1495.94,5,2,0
CUST-1474,24,Female,5,Month-to-month,DSL,No,Mailed check,Yes,68.79,354.67,0,5,0
CUST-1475,74,Female,70,Two year,DSL,Yes,Credit card,No,69.88,4896.15,2,2,1
CUST-1476,53,Female,4,Month-to-month,Fiber optic,No,Electronic check,Yes,94.7,371.36,0,1,1
CUST-1477,62,Female,39,Month-to-month,DSL,Yes,Electronic check,Yes,82.93,3259.98,1,1,0
CUST-1478,37,Male,35,Month-to-month,Fiber optic,Yes,Mailed check,No,119.28,,4,3,0
CUST-1479,18,Female,1,Month-to-month,Fiber optic,No,Mailed check,Yes,107.57,107.57,4,4,0
CUST-1480,25,Male,24,Month-to-month,Fiber optic,Yes,Electronic check,Yes,105.44,2514.36,0,3,0
CUST-1481,63,Male,57,One year,Fiber optic,No,Credit card,Yes,86.72,4943.33,7,5,1
CUST-1482,33,Female,70,Two year,No,No internet service,Electronic check,No,20.25,1441.34,2,3,0
CUST-1483,31,Male,41,Month-to-month,No,No internet service,Credit card,No,24.43,999.52,2,2,1
CUST-1484,29,Male,54,One year,Fiber optic,No,Electronic check,Yes,111.67,6028.16,1,3,0
CUST-1485,68,Male,46,One year,DSL,Yes,Bank transfer,No,73.75,3367.06,3,4,0
CUST-1486,40,Female,60,Two year,Fiber optic,No,Credit card,No,114.43,6861.5,0,4,0
CUST-1487,32,Male,60,Month-to-month,DSL,Yes,Electronic check,Yes,63.67,3837.46,1,3,0
CUST-1488,45,Male,57,Month-to-month,No,No internet service,Credit card,Yes,22.93,1303.26,0,3,0
CUST-1489,51,Male,31,Month-to-month,No,No internet service,Mailed check,No,21.9,674.13,1,2,1
CUST-1490,19,Male,24,One year,Fiber optic,No,Credit card,No,100.65,2432.19,0,4,0
CUST-1491,49,Male,36,Two year,No,No internet service,Bank transfer,No,20.58,736.18,0,5,0
CUST-1492,40,Male,30,Month-to-month,Fiber optic,Yes,Electronic check,Yes,126.39,3811.08,0,1,0
CUST-1493,39,Female,24,Month-to-month,No,No internet service,Electronic check,Yes,21.79,503.69,3,5,0
CUST-1494,68,Male,30,Two year,Fiber optic,No,Electronic check,Yes,117.28,3528.57,1,3,0
CUST-1495,42,Male,7,Two year,DSL,Yes,Electronic check,Yes,71.52,525.33,2,2,0
CUST-1496,75,Male,35,Two year,DSL,No,Electronic check,Yes,74.71,2629.97,1,5,0
CUST-1497,39,Male,55,One year,DSL,No,Electronic check,No,66.08,3606.39,1,3,0
CUST-1498,75,Female,14,Month-to-month,Fiber optic,No,Mailed check,Yes,117.58,1636.55,1,3,0
CUST-1499,75,Female,10,One year,No,No internet service,Credit card,No,20.04,196.77,1,2,1
CUST-1500,39,Male,16,One year,Fiber optic,No,Electronic check,Yes,111.19,1794.19,1,2,1
CUST-1501,66,Male,54,Month-to-month,DSL,No,Electronic check,Yes,73.06,3925.27,5,4,0
CUST-1502,69,Male,70,Month-to-month,Fiber optic,No,Bank transfer,Yes,89.89,6277.02,0,4,1
CUST-1503,59,Female,44,One year,Fiber optic,Yes,Electronic check,Yes,96.36,4215.76,1,5,0
CUST-1504,23,Female,45,Month-to-month,DSL,Yes,Electronic check,Yes,71.49,3204.66,1,2,1
CUST-1505,32,Female,56,One year,Fiber optic,Yes,Electronic check,No,125.68,7019.31,2,2,0
CUST-1506,71,Male,57,One year,Fiber optic,Yes,Credit card,No,111.98,6406.83,1,1,1
CUST-1507,60,Female,21,Two year,Fiber optic,No,Credit card,Yes,103.46,2162.95,1,3,0
CUST-1508,54,Male,68,Month-to-month,Fiber optic,No,Mailed check,Yes,89.94,6126.28,3,5,0
CUST-1509,50,Male,50,Month-to-month,DSL,Yes,Bank transfer,No,63.02,3151.27,1,4,0
CUST-1510,25,Male,33,One year,No,No internet service,Mailed check,Yes,26.48,873.9,0,3,0
CUST-1511,70,Male,7,Month-to-month,Fiber optic,No,Bank transfer,Yes,88.07,607.62,1,5,0
CUST-1512,61,Female,2,One year,Fiber optic,Yes,Bank transfer,Yes,230.5,14500.0,9,4,0
CUST-1513,61,Female,15,One year,Fiber optic,Yes,Bank transfer,No,125.01,1877.47,3,1,0
CUST-1514,22,Male,32,Month-to-month,Fiber optic,No,Electronic check,Yes,92.3,2955.05,1,4,1
CUST-1515,56,Female,20,Month-to-month,DSL,No,Electronic check,Yes,68.31,1357.3,2,3,0
CUST-1516,21,Female,15,Month-to-month,DSL,No,Mailed check,No,56.57,842.1,2,2,0
CUST-1517,23,Female,48,Month-to-month,Fiber optic,No,Credit card,Yes,106.13,5103.07,0,2,1
CUST-1518,62,Female,71,Two year,Fiber optic,Yes,Mailed check,Yes,98.74,7013.99,2,3,0
CUST-1519,49,Female,21,Two year,Fiber optic,No,Credit card,Yes,110.76,2327.81,0,3,1
CUST-1520,69,Female,42,One year,No,No internet service,Credit card,No,22.41,929.91,0,2,0
CUST-1521,47,Female,26,One year,No,No internet service,Electronic check,Yes,23.71,645.62,1,2,1
CUST-1522,64,Male,14,Month-to-month,Fiber optic,Yes,Bank transfer,No,113.98,1588.52,2,4,1
CUST-1523,52,Male,57,Two year,Fiber optic,Yes,Bank transfer,No,98.99,5641.98,3,5,0
CUST-1524,72,Female,37,One year,No,No internet service,Credit card,Yes,25.93,956.6,2,4,0
CUST-1525,57,Male,58,One year,No,No internet service,Credit card,No,22.42,1329.68,1,2,0
CUST-1526,69,Female,21,Two year,Fiber optic,No,Bank transfer,Yes,108.18,2267.42,1,2,0
CUST-1527,33,Male,69,Month-to-month,Fiber optic,Yes,Electronic check,Yes,98.54,6793.52,2,2,1
CUST-1528,30,Male,3,Two year,Fiber optic,Yes,Credit card,Yes,117.08,353.01,0,2,0
CUST-1529,67,Male,37,Month-to-month,DSL,No,Electronic check,Yes,57.56,2119.32,2,3,0
CUST-1530,59,Male,49,Month-to-month,Fiber optic,No,Bank transfer,Yes,99.89,4896.28,3,4,0
CUST-1531,47,Female,19,Month-to-month,Fiber optic,Yes,Credit card,Yes,101.65,1966.92,2,4,1
CUST-1532,36,Female,12,Two year,DSL,Yes,Mailed check,Yes,77.97,940.14,2,4,0
CUST-1533,34,Female,61,Two year,Fiber optic,Yes,Bank transfer,No,102.17,6236.32,0,2,0
CUST-1534,73,Female,41,One year,No,No internet service,Mailed check,Yes,27.05,1098.28,0,3,0
CUST-1535,36,Male,33,One year,Fiber optic,No,Mailed check,No,116.21,3860.57,2,4,0
CUST-1536,45,Female,50,One year,Fiber optic,No,Electronic check,Yes,91.88,4623.09,0,3,0
